,书名,价格,作者,出版日期,出版社,评分,评论内容,评论数,链接
867,诗学,16,"[古希腊] 亚里士多德 , 陈中梅 译注 ", 1996-7 , 商务印书馆 ,8.9,《诗学》立论精辟，内容深刻，虽然篇幅不长，但气度不小，无疑是一篇有分量、有深度的大家之作。《诗学》探讨了一系列值得重视的理论问题，如人的天性与艺术摹仿的关系...,2031,https://book.douban.com/subject/1036446/
868,NULL,29,徐皓峰 , 2012-6 , 世界图书出版公司 ,8.6,本书精选自徐皓峰近年来的影评文章，从颇受瞩目的大制作《卧虎藏龙》、《赤壁》、《十面埋伏》，到独具风格的《放·逐》、《春夏秋冬又一春》，作者由自己的美学体系、...,3267,https://book.douban.com/subject/10607793/
869,NULL,68,阿城 , 2016-3-1 , 江苏凤凰文艺出版社 ,9.1,《遍地风流》是阿城先生公认的经典之作，屡次再版，好评不衰，奠定了其汉语写作界塔尖的地位。此次出版的是阿城先生亲自编订的全新版本，收录了70篇作者的短篇小说...,1190,https://book.douban.com/subject/26278433/
870,射雕英雄传,76,金庸 , 1994年5月 , 生活·读书·新知三联书店 ,9.0,《射雕英雄传》是金庸的代表作之一，作于一九五七年到一九五九年，在《香港商报》连载。《射雕》中的人物个性单纯，郭靖诚朴厚重、黄蓉机智狡狯，读者容易印象深刻。这...,15857,https://book.douban.com/subject/1789837/
871,牛蛙,39,胡迁 , 2017-10 , 九州出版社 ,7.9,★我想跟一只牛蛙结婚。这不是一个玩笑。★台湾第六届华文世界电影小说奖首奖得主胡迁长篇小说作品★万物皆有裂痕，那是光进来的地方——以黑马之姿冲进文坛，《大...,1847,https://book.douban.com/subject/27123634/
872,夜航西飞,29,"[英] 柏瑞尔·马卡姆 , 陶立夏 ", 2010-12 , 人民文学出版社 ,8.8,《夜航西飞》以二十世纪二十至三十年代的肯尼亚为背景，真实再现了作者在非洲的生活，其中包括她毕生钟爱的两项有趣又传奇的事业——训练赛马和驾驶飞机。柏瑞尔•马卡...,6123,https://book.douban.com/subject/5366382/
873,金庸全集,1994,NULL, 生活·读书·新知三联书店 ,金庸 ,9.6,NULL,3049,https://book.douban.com/subject/3532347/
874,NULL,45,"(塞尔维亚)米洛拉德·帕维奇 , 南山、戴骢、石枕川 ", 2013-1-1 , 上海译文出版社 ,8.8,这是一部关于盗梦和秘密的迷宫辞典体小说，包括一明一暗两条线索：历史线索和魔幻线索。历史线索即作者明确告诉我们的，历史上出现过一次哈扎尔大论辩，目的在于帮助哈...,3241,https://book.douban.com/subject/11528350/
875,见字如来,45,张大春 , 2019-1 , 理想国|天地出版社 ,8.1,◎	编辑推荐1、	张大春的字里人生，见字，如见故人来——“酒”字从酉，老而变化，却是青春里的落花一盅；“冰”字冷冽，却让他见识冰心有不与世争的温度；“春”...,133,https://book.douban.com/subject/30403440/
876,NULL,32,刘慈欣 , 2014-12-1 , 江苏凤凰文艺出版社 ,8.1,中国科幻第一人，九届银河奖得主，《三体》作者刘慈欣作品。在2018年，人类社会拥有了可以改变基因延长寿命的技术，通过延基，人类寿命可达300年。同时，网络...,3990,https://book.douban.com/subject/26210632/
877,审判,35,"弗兰茨·卡夫卡 , 曹庸 ", 2006-5 , 上海文艺出版社 ,8.7,弗兰茨·卡夫卡，奥地利小说家，西方现代派文学大师。他在文学史上第一次深刻而逼真地书写了人的异化、孤独与危机感，以及世界的荒诞与非理性。他性情敏感、怯懦和孤僻...,2533,https://book.douban.com/subject/1837654/
878,项塔兰,58,"[澳] 格里高利·大卫·罗伯兹 , 黄中宪 ", 2009-4 , 华文出版社 ,9.0,故事是这样开始的，从一个女人、一个城市、一点运气开始。《项塔兰》是格里高利·大卫·罗伯兹的自传式小说，他从一个大学里最年轻的哲学与文学讲师，沦落为黑狱重刑犯...,4293,https://book.douban.com/subject/3673771/
879,台风天,29,陆茵茵 , 2018-3 , 后浪 | 四川人民出版社 ,7.7,她的小说像一根刺刺穿了生活的表象第二十六届《联合文学》小说新人奖短篇小说推荐奖得主陆茵茵作品...................※编辑推荐※☆...,1316,https://book.douban.com/subject/27662422/
880,容忍与自由,25,胡适 , 2015-10-1 , 云南人民出版社 ,8.7,《容忍与自由》是一部杂文选集，收录了18篇胡适先生的经典杂文，行文流畅，说理深致，对于我们今天的生活仍有启发。,1707,https://book.douban.com/subject/26674343/
881,寄居者,27,严歌苓 , 2009-2 , 新星出版社 ,7.9,严歌苓2009年最新作品，继《小姨多鹤》之后的最新长篇小说作品。故事发生在抗战期间的上海，由女主人公“我”在晚年讲述给一位传记作者听。“我”在1939年...,2633,https://book.douban.com/subject/3546250/
882,NULL,42,"[意] 埃莱娜·费兰特 , 陈英 ", 2017-1 , 人民文学出版社 ,8.5,只有你身为女人才会知道这些丑陋的秘密两个女人，50年的友谊和战争过去五年，几乎所有欧美读者都在谈论她、全球畅销百万册 被翻译成40种语言《金融时报》...,31872,https://book.douban.com/subject/26878124/
883,NULL,22,"(法)阿尔贝·加缪 , 李玉民 ", 2013-8 , 上海译文出版社 ,9.3,阿尔贝•加缪（1913—1960）是法国声名卓著的小说家、散文家和剧作家，“存在主义”文学的大师。1957年因“热情而冷静地阐明了当代向人类良知提出的种种问...,864,https://book.douban.com/subject/24257192/
884,北京法源寺,20,李敖 , 2004-08 , 中国友谊出版社 ,8.4,《北京法源寺》是作者作为政治犯被关押期间所写的几部小说之一。本书以大人物为主角，举凡重要的主题：生死、鬼神、僧俗、出入、仕隐、朝野、家国、君臣、忠奸、夷...,9104,https://book.douban.com/subject/1062991/
885,NULL,39,吴晓东 , 2003-8-1 , 生活·读书·新知三联书店 ,8.7,回顾刚刚逝去的20世纪文学，冠以经典的盖棺论定或许言之尚早。但吴晓东在经大讲坛上推崇的从卡夫卡到昆德拉这九位小说家，却无疑称得上大师；他在课堂上选作阐释分析...,2824,https://book.douban.com/subject/1064707/
886,彼岸花,20,安妮宝贝 , 2001-9 , 南海出版公司 ,7.8,乔是一个写文字的女人，略带点神精质，总在这个世界上寻找着一些可能并不存在的东西。她写了一本小说，说的是关于一个叫南生的女子的故事，南生爱上了自己父亲的情妇的...,50115,https://book.douban.com/subject/1065970/
887,万叶集,38,"[日本] 佚名 , 赵乐甡 ", 2002-4 , 译林出版社 ,8.0,《万叶集》是日本最古老的和歌集，共20卷，收录和歌四千余首，成书于8世纪末，成书过程有四百余年。其作者有天皇、农民，其素材包括政治事件、文化风俗、四季抒怀等...,340,https://book.douban.com/subject/1066538/
888,NULL,108,"[德] 歌德 , 钱春绮 ", 2013-6 , 上海译文出版社 ,9.3,歌德，德国最伟大的诗人，在世界文学史上占有重要的地位，被称为与荷马、但丁、莎士比亚并列的四大文豪。《浮士德》是歌德的代表作，为诗体悲剧，描写主人公浮士德一生...,288,https://book.douban.com/subject/24295354/
889,山海经全译,49,袁珂 译注 , 2016-10 , 北京联合出版公司·后浪出版公司 ,9.1,读懂《山海经》的权威实用版本★ 神话学大师袁珂先生在《山海经校注》的基础上，精炼了过于繁琐的学术性注释，增加了全文的白话翻译，将博大深奥的《山海经》变得浅...,1155,https://book.douban.com/subject/26889848/
890,NULL,68,"[美] 乔治·R. R. 马丁 , 谭光磊、屈畅 ", 2005-5 , 重庆出版社 ,9.3,《冰与火之歌》由美国著名科幻奇幻小说家乔治·R·R·马丁所著，是当代奇幻文学一部影响深远的里程碑式的作品。它于1996年刚一问世，便以别具一格的结构，浩瀚辽...,27963,https://book.douban.com/subject/1336330/
891,屠夫十字镇,49,"[美] 约翰·威廉斯 , 李广荣 ", 2016-7 , 上海人民出版社 ,8.4,◆《斯通纳》作者约翰•威廉斯另一绝佳作品。一部年轻人带着寻找美好、摆脱庸俗日常生活的冲动，去旷野探寻世界源头的小说。一个关于寻找与梦想，信念、信仰和仪式，生...,1816,https://book.douban.com/subject/26765928/
892,NULL,39,"(日)村上春树 , 施小炜 ", 2014-10 , 南海出版公司 ,8.1,《大萝卜和难挑的鳄梨》收录村上春树的52篇风趣随笔，配以画家大桥步的52幅美丽插画，村上以幽默的语言写下蔬菜的心情、关于大萝卜的怪谈、挑选好吃鳄梨的超能力、...,9188,https://book.douban.com/subject/25982254/
893,全频带阻塞干扰,28,刘慈欣、Comis You 滴水工坊 制作漫画 , 2009-3 , 中国文联出版社 ,8.4,这是一个场面浩大而惨烈的故事。21世纪的某年，以美国为首的北约发起了对俄罗斯的全面攻击。在残酷的保卫战中，俄国的电子战设备无力抵挡美国的进攻，节节败退。唯一...,7014,https://book.douban.com/subject/3571732/
894,色，戒,25,张爱玲 , 2007-10 , 北京十月文艺出版社 ,8.0,刻画女性心理，表现乱世之中的男女情感纠葛，是张爱玲最为擅长的。《色，戒》围绕这一主题，收入《红玫瑰与白玫瑰》《金锁记》《倾城之恋》《色，戒》《沉香屑：第一炉...,13909,https://book.douban.com/subject/2267883/
895,岁朝清供,25,汪曾祺 , 2010-1-1 , 生活·读书·新知三联书店 ,9.2,写风俗、谈文化、忆旧闻、述掌故、寄乡情……品读汪曾祺的散文好像聆听一位见识广博、和善可亲的老者讲古。汪曾祺定价作品具有浓郁的乡土气息，他长于江南，定居京城...,3473,https://book.douban.com/subject/4238144/
896,欧亨利短篇小说精选,18,"欧·亨利 , 刘捷 等 ", 1996.10 , 沈阳出版社 百花洲文艺出版社 ,9.0,NULL,2254,https://book.douban.com/subject/2141139/
897,从文自传,29,沈从文 , 2008-11 , 北京十月文艺出版社 ,8.9,本卷所收，包括了两个方面的内容：一、《从文自传》及一组有关沈从文生平经历的自叙；二、沈从文为自己的创作集所写的序、跋、题记、艺文题识以及《废邮存底》等谈论文...,1700,https://book.douban.com/subject/3323311/
898,霸王别姬,29,李碧华 , 2013-10 , 新星出版社 ,9.1,《霸王别姬》以梨园师兄弟程蝶衣和段小楼的人生经历和情感纠葛为线索，讲述了一段哀艳悲烈的往事。文学虚构与国粹经典、个体命运与时代变迁巧妙融合，曲折动人，华美诗...,5657,https://book.douban.com/subject/25737043/
899,月亮忘記了,299,幾米 , 2000-2-1 , 格林 ,8.6,看不見的，是不是就等於不存在？記住的，是不是永遠不會消失？每一個黃昏過後，大家焦慮地等待，卻再也沒有等到月亮升起。潮水慢慢平靜下來，海洋凝固成一面漆...,40633,https://book.douban.com/subject/1358873/
900,金陵十三钗,17,严歌苓 , 2007-1 , 中国工人出版社 ,8.2,小说《金陵十三钗》摹写的是“特殊女人”的言行心态。作品中，她把十三个风尘女子放置于一种特殊的文化和道德的背景之下，进行心灵的剖析和人性的拷问，带给人们的自然...,12848,https://book.douban.com/subject/2016749/
901,万有引力之虹,48,"[美国] 托马斯·品钦 , 张文宇、黄向荣 ", 2009-1 , 译林出版社 ,8.3,《万有引力之虹》像许多后现代主义小说一样，没有什么故事情节，全书由许多零散插曲和作者似是而非的议论构成，内容包括现代物理、火箭工程、高等数学、性心理学、变态...,1415,https://book.douban.com/subject/3327495/
902,NULL,10,鲁迅 , 2013-11-1 , 译林出版社 ,9.6,《呐喊》是鲁迅1918-1922年所作的短篇小说的结集，收有《狂人日记》、《孔乙己》、《药》、《明天》、《一件小事》、《头发的故事》等14篇作品。,636,https://book.douban.com/subject/25745773/
903,了不起的盖茨比,32,"弗朗西斯•司各特•菲兹杰拉德 (Francis Scott Fitzgerald) , 李继宏 ", 2013-1 , 天津人民出版社 ,6.9,★迄今为止最经典的《了不起的盖茨比》译本，超级畅销书《追风筝的人》《与神对话》译者李继宏倾心翻译。★《了不起的盖茨比》是世界文学 史上“完美之书”，村上春...,4530,https://book.douban.com/subject/20507368/
904,罗曼蒂克消亡史,36,程耳 , 2016-12-15 , 江西人民出版社 ,7.4,编辑推荐七个短篇小说，七把扎出人性荒诞的利刃。程耳的小说如同他的电影，循环推进，起落得当，总要人怀着好奇与疑惑，绝难一览无余。他通过冷静自律又舒缓细腻的...,8181,https://book.douban.com/subject/26931507/
905,我是猫,39,"[日]夏目漱石 , 曹曼 ", 2015-6 , 浙江文艺出版社 ,7.8,《我是猫》是日本“国民大师”夏目漱石的代表成名作，对日本文学有着极深远的影响。《我是猫》的写作角度很新颖，从一只猫的视角来观察身边的人和事。这只猫生活在一...,5665,https://book.douban.com/subject/26410730/
906,只是孩子,65,"[美] 帕蒂·史密斯 , 刘奕 ", 2017-1 , 理想国 | 广西师范大学出版社 ,9.0,这是爱的夏天，也是躁动的夏天，一次在布鲁克林的偶遇，将两个年轻人引向了艺术、奉献和启蒙的道路。日后，帕蒂·史密斯会成为一名诗人和表演者，罗伯特·梅普尔索普...,1556,https://book.douban.com/subject/26939269/
907,美国讲稿,25,"[意大利] 伊塔洛•卡尔维诺 , 萧天佑 ", 2012-4 , 译林出版社 ,9.2,在大陆，王小波、苏童、阿城、止庵是他的忠实粉丝在台湾，朱天文，唐诺是卡尔维诺不余遗力的传播者在香港，梁文道说他一直在准备谈卡尔维诺，可是一直没准备好权...,949,https://book.douban.com/subject/10555538/
908,没有女人的男人们,35,"[日] 村上春树 , 竺家荣、姜建强、岳远坤、陆求实、林少华、毛丹青 ", 2015-2 , 上海译文出版社 ,7.7,1、《驾驶我的车》：最早发表于《文艺春秋》（2013年12月号）。舞台剧演员家福（60岁左右）明明知道同为演员的妻子和同剧男演员定期幽会，却假装不知，在世人...,8531,https://book.douban.com/subject/26286208/
